inst#,actual,predicted,error,prediction
3901,2:1,1:0,+,0.691
3902,2:1,2:1,,0.714
3903,2:1,1:0,+,0.557
3904,2:1,1:0,+,0.562
3905,2:1,2:1,,0.841
3906,2:1,1:0,+,0.734
3907,2:1,1:0,+,0.597
3908,1:0,1:0,,0.688
3909,1:0,1:0,,0.523
3910,1:0,2:1,+,0.918
3911,2:1,1:0,+,0.575
3912,1:0,1:0,,0.752
3913,2:1,1:0,+,0.702
3914,2:1,1:0,+,0.619
3915,2:1,1:0,+,0.639
3916,2:1,2:1,,0.503
3917,1:0,2:1,+,0.554
3918,1:0,2:1,+,0.582
3919,2:1,2:1,,0.834
3920,2:1,1:0,+,0.665
3921,2:1,1:0,+,0.603
3922,2:1,2:1,,0.502
3923,1:0,1:0,,0.712
3924,1:0,2:1,+,0.648
3925,1:0,2:1,+,0.666
3926,1:0,1:0,,0.593
3927,1:0,1:0,,0.528
3928,2:1,2:1,,0.602
3929,1:0,1:0,,0.553
3930,1:0,2:1,+,0.597
3931,2:1,1:0,+,0.758
3932,1:0,1:0,,0.55
3933,2:1,2:1,,0.629
3934,2:1,1:0,+,0.819
3935,2:1,2:1,,0.5
3936,2:1,2:1,,0.649
3937,2:1,1:0,+,0.573
3938,2:1,2:1,,0.636
3939,1:0,2:1,+,0.519
3940,2:1,1:0,+,0.773
3941,2:1,2:1,,0.995
3942,1:0,2:1,+,0.587
3943,1:0,2:1,+,0.714
3944,1:0,2:1,+,0.594
3945,1:0,2:1,+,0.649
3946,2:1,2:1,,0.805
3947,1:0,1:0,,0.617
3948,2:1,1:0,+,0.517
3949,1:0,1:0,,0.547
3950,1:0,1:0,,0.695
3951,1:0,1:0,,0.706
3952,1:0,2:1,+,0.894
3953,1:0,1:0,,0.551
3954,1:0,1:0,,0.543
3955,2:1,2:1,,0.753
3956,2:1,1:0,+,0.79
3957,2:1,2:1,,0.733
3958,1:0,1:0,,0.893
3959,1:0,1:0,,0.868
3960,1:0,2:1,+,0.576
3961,1:0,1:0,,0.718
3962,1:0,2:1,+,0.855
3963,2:1,1:0,+,0.541
3964,1:0,1:0,,0.647
3965,2:1,1:0,+,0.641
3966,1:0,1:0,,0.638
3967,1:0,1:0,,0.661
3968,2:1,2:1,,0.502
3969,2:1,2:1,,0.792
3970,2:1,1:0,+,0.56
3971,2:1,2:1,,0.596
3972,1:0,2:1,+,0.612
3973,1:0,2:1,+,0.825
3974,2:1,1:0,+,0.654
3975,1:0,1:0,,0.581
3976,2:1,1:0,+,0.536
3977,1:0,1:0,,0.598
3978,2:1,1:0,+,0.657
3979,1:0,2:1,+,0.595
3980,1:0,1:0,,0.626
3981,2:1,1:0,+,0.692
3982,1:0,1:0,,0.561
3983,1:0,1:0,,0.564
3984,1:0,2:1,+,0.533
3985,2:1,1:0,+,0.713
3986,1:0,2:1,+,0.561
3987,1:0,2:1,+,0.859
3988,2:1,1:0,+,0.528
3989,2:1,2:1,,0.768
3990,2:1,2:1,,0.712
3991,1:0,2:1,+,0.723
3992,1:0,2:1,+,0.544
3993,1:0,2:1,+,0.541
3994,1:0,1:0,,0.632
3995,1:0,2:1,+,0.667
3996,1:0,1:0,,0.555
3997,2:1,1:0,+,0.93
3998,1:0,1:0,,0.596
3999,1:0,2:1,+,0.522
4000,1:0,2:1,+,0.59
4001,2:1,2:1,,0.866
4002,1:0,1:0,,0.641
4003,1:0,2:1,+,0.545
4004,1:0,1:0,,0.593
4005,2:1,2:1,,0.596
4006,2:1,2:1,,0.616
4007,2:1,1:0,+,0.695
4008,1:0,2:1,+,0.643
4009,2:1,1:0,+,0.54
4010,2:1,1:0,+,0.512
4011,2:1,2:1,,0.66
4012,1:0,2:1,+,0.598
4013,2:1,2:1,,0.554
4014,1:0,1:0,,0.605
4015,1:0,2:1,+,0.608
4016,2:1,2:1,,0.662
4017,1:0,2:1,+,0.655
4018,1:0,1:0,,0.596
4019,1:0,1:0,,0.602
4020,2:1,1:0,+,0.566
4021,2:1,2:1,,0.562
4022,2:1,2:1,,0.639
4023,2:1,2:1,,0.589
4024,1:0,1:0,,0.519
4025,2:1,1:0,+,0.695
4026,2:1,2:1,,0.625
4027,1:0,2:1,+,0.531
4028,1:0,2:1,+,0.89
4029,1:0,2:1,+,0.812
4030,2:1,1:0,+,0.711
4031,1:0,2:1,+,0.68
4032,1:0,1:0,,0.78
4033,1:0,1:0,,0.511
4034,2:1,1:0,+,0.509
4035,2:1,1:0,+,0.577
4036,2:1,2:1,,0.544
4037,2:1,1:0,+,0.677
4038,2:1,2:1,,0.696
4039,1:0,2:1,+,0.656
4040,2:1,2:1,,0.509
4041,1:0,2:1,+,0.606
4042,2:1,2:1,,0.653
4043,1:0,1:0,,0.62
4044,1:0,2:1,+,0.52
4045,2:1,1:0,+,0.581
4046,1:0,1:0,,0.76
4047,2:1,2:1,,0.536
4048,2:1,2:1,,0.578
4049,2:1,1:0,+,0.555
4050,2:1,2:1,,0.558
4051,2:1,2:1,,0.892
4052,2:1,1:0,+,0.669
4053,2:1,2:1,,0.559
4054,2:1,2:1,,0.594
4055,1:0,2:1,+,0.655
4056,1:0,1:0,,0.661
4057,2:1,2:1,,0.912
4058,1:0,2:1,+,0.745
4059,1:0,1:0,,0.711
4060,2:1,2:1,,0.714
4061,1:0,1:0,,0.652
4062,1:0,1:0,,0.644
4063,2:1,1:0,+,0.523
4064,2:1,1:0,+,0.588
4065,2:1,2:1,,0.749
4066,2:1,2:1,,0.853
4067,1:0,1:0,,0.806
4068,2:1,1:0,+,0.565
4069,1:0,2:1,+,0.56
4070,1:0,2:1,+,0.516
4071,1:0,1:0,,0.539
4072,1:0,2:1,+,0.554
4073,1:0,2:1,+,0.518
4074,2:1,2:1,,0.55
4075,1:0,2:1,+,0.761
4076,1:0,1:0,,0.774
4077,2:1,1:0,+,0.573
4078,1:0,1:0,,0.818
4079,2:1,2:1,,0.637
4080,2:1,1:0,+,0.596
4081,1:0,2:1,+,0.616
4082,2:1,1:0,+,0.52
4083,2:1,1:0,+,0.564
4084,1:0,1:0,,0.743
4085,2:1,2:1,,0.712
4086,1:0,1:0,,0.629
4087,1:0,1:0,,0.677
4088,2:1,1:0,+,0.563
4089,1:0,1:0,,0.595
4090,2:1,2:1,,0.563
4091,2:1,2:1,,0.872
4092,2:1,1:0,+,0.931
4093,2:1,2:1,,0.538
4094,2:1,2:1,,0.618
4095,1:0,2:1,+,0.536
4096,1:0,1:0,,0.769
4097,1:0,1:0,,0.642
4098,2:1,2:1,,0.507
4099,1:0,1:0,,0.597
4100,1:0,1:0,,0.615
4101,1:0,1:0,,0.528
4102,2:1,1:0,+,0.676
4103,1:0,1:0,,0.753
4104,1:0,2:1,+,0.639
4105,1:0,1:0,,0.683
4106,1:0,1:0,,0.518
4107,1:0,2:1,+,0.822
4108,2:1,1:0,+,0.903
4109,1:0,1:0,,0.541
4110,2:1,1:0,+,0.641
4111,2:1,2:1,,0.639
4112,2:1,2:1,,0.646
4113,2:1,2:1,,0.611
4114,2:1,1:0,+,0.509
4115,1:0,1:0,,0.547
4116,2:1,2:1,,0.685
4117,1:0,1:0,,0.739
4118,2:1,2:1,,0.705
4119,1:0,1:0,,0.636
4120,1:0,2:1,+,0.576
4121,2:1,2:1,,0.523
4122,1:0,1:0,,0.684
4123,2:1,2:1,,0.534
4124,1:0,1:0,,0.561
4125,2:1,2:1,,0.93
4126,2:1,2:1,,0.592
4127,1:0,1:0,,0.557
4128,2:1,1:0,+,0.875
4129,2:1,2:1,,0.61
4130,1:0,2:1,+,0.736
4131,2:1,2:1,,0.642
4132,1:0,2:1,+,0.536
4133,2:1,2:1,,0.623
4134,2:1,1:0,+,0.601
4135,2:1,2:1,,0.711
4136,1:0,2:1,+,0.556
4137,1:0,2:1,+,0.731
4138,1:0,1:0,,0.635
4139,2:1,1:0,+,0.818
4140,2:1,1:0,+,0.876
4141,1:0,1:0,,0.512
4142,2:1,1:0,+,0.634
4143,1:0,1:0,,0.656
4144,2:1,1:0,+,0.715
4145,1:0,2:1,+,0.674
4146,1:0,2:1,+,0.591
4147,1:0,1:0,,0.531
4148,2:1,1:0,+,0.654
4149,2:1,2:1,,0.714
4150,2:1,1:0,+,0.52
4151,2:1,2:1,,0.597
4152,1:0,2:1,+,0.634
4153,1:0,1:0,,0.529
4154,1:0,1:0,,0.668
4155,2:1,2:1,,0.752
4156,1:0,2:1,+,0.795
4157,1:0,2:1,+,0.798
4158,2:1,1:0,+,0.56
4159,1:0,2:1,+,0.837
4160,1:0,2:1,+,0.778
4161,2:1,2:1,,0.936
4162,2:1,1:0,+,0.863
4163,2:1,2:1,,0.637
4164,1:0,1:0,,0.644
4165,2:1,2:1,,0.526
4166,1:0,1:0,,0.712
4167,2:1,1:0,+,0.672
4168,1:0,1:0,,0.732
4169,2:1,2:1,,0.582
4170,1:0,2:1,+,0.631
4171,1:0,2:1,+,0.708
4172,2:1,2:1,,0.554
4173,2:1,1:0,+,0.61
4174,2:1,2:1,,0.662
4175,1:0,2:1,+,0.66
4176,2:1,2:1,,0.789
4177,1:0,2:1,+,0.548
4178,2:1,1:0,+,0.596
4179,2:1,2:1,,0.628
4180,2:1,2:1,,0.874
4181,1:0,1:0,,0.625
4182,1:0,2:1,+,0.549
4183,1:0,1:0,,0.635
4184,2:1,2:1,,0.825
4185,2:1,2:1,,0.616
4186,1:0,1:0,,0.921
4187,2:1,2:1,,0.738
4188,2:1,1:0,+,0.567
4189,2:1,2:1,,0.587
4190,1:0,2:1,+,0.621
4191,1:0,1:0,,0.602
4192,1:0,2:1,+,0.539
4193,2:1,1:0,+,0.706
4194,2:1,1:0,+,0.506
4195,1:0,1:0,,0.606
4196,1:0,2:1,+,0.917
4197,1:0,1:0,,0.509
4198,1:0,2:1,+,0.516
4199,2:1,2:1,,0.53
4200,1:0,2:1,+,0.506
4201,2:1,1:0,+,0.537
4202,2:1,2:1,,0.559
4203,2:1,2:1,,0.663
4204,2:1,2:1,,0.591
4205,2:1,1:0,+,0.737
4206,1:0,2:1,+,0.723
4207,1:0,2:1,+,0.508
4208,2:1,1:0,+,0.55
4209,1:0,1:0,,0.545
4210,2:1,2:1,,0.689
4211,1:0,2:1,+,0.581
4212,2:1,1:0,+,0.809
4213,2:1,2:1,,0.599
4214,1:0,1:0,,0.704
4215,1:0,1:0,,0.66
4216,1:0,1:0,,0.525
4217,2:1,1:0,+,0.595
4218,2:1,2:1,,0.723
4219,1:0,2:1,+,0.936
4220,2:1,2:1,,0.52
4221,2:1,2:1,,0.702
4222,2:1,2:1,,0.519
4223,1:0,2:1,+,0.572
4224,2:1,2:1,,0.794
4225,2:1,1:0,+,0.631
4226,2:1,1:0,+,0.931
4227,2:1,2:1,,0.915
4228,1:0,1:0,,0.517
4229,1:0,1:0,,0.725
4230,2:1,2:1,,0.69
4231,2:1,2:1,,0.535
4232,2:1,2:1,,0.737
4233,1:0,1:0,,0.537
4234,1:0,1:0,,0.508
4235,1:0,2:1,+,0.973
4236,1:0,1:0,,0.544
4237,1:0,1:0,,0.514
4238,1:0,2:1,+,0.701
4239,2:1,1:0,+,0.921
4240,2:1,1:0,+,0.574
4241,2:1,2:1,,0.65
4242,2:1,1:0,+,0.69
4243,2:1,1:0,+,0.543
4244,2:1,1:0,+,0.507
4245,1:0,1:0,,0.655
4246,2:1,2:1,,0.552
4247,1:0,2:1,+,0.509
4248,1:0,1:0,,0.639
4249,2:1,2:1,,0.829
4250,1:0,2:1,+,0.925
4251,2:1,2:1,,0.508
4252,1:0,1:0,,0.526
4253,2:1,1:0,+,0.784
4254,1:0,1:0,,0.668
4255,2:1,1:0,+,0.547
4256,1:0,2:1,+,0.66
4257,2:1,2:1,,0.585
4258,2:1,2:1,,0.589
4259,2:1,2:1,,0.533
4260,2:1,2:1,,0.645
4261,1:0,1:0,,0.693
4262,1:0,1:0,,0.552
4263,1:0,2:1,+,0.575
4264,1:0,1:0,,0.535
4265,2:1,1:0,+,0.91
4266,2:1,1:0,+,0.591
4267,1:0,1:0,,0.621
4268,2:1,2:1,,0.502
4269,2:1,1:0,+,0.728
4270,1:0,2:1,+,0.63
4271,1:0,2:1,+,0.622
4272,1:0,1:0,,0.51
4273,1:0,2:1,+,0.553
4274,2:1,2:1,,0.586
4275,1:0,2:1,+,0.661
4276,2:1,2:1,,0.549
4277,1:0,2:1,+,0.689
4278,1:0,1:0,,0.574
4279,1:0,1:0,,0.576
4280,2:1,1:0,+,0.513
4281,2:1,2:1,,0.599
4282,2:1,1:0,+,0.564
4283,1:0,1:0,,0.568
4284,1:0,2:1,+,0.71
4285,1:0,2:1,+,0.627
4286,1:0,2:1,+,0.727
4287,2:1,2:1,,0.502
4288,1:0,2:1,+,0.59
4289,1:0,2:1,+,0.619
4290,2:1,1:0,+,0.857
4291,1:0,1:0,,0.674
4292,1:0,1:0,,0.875
4293,1:0,1:0,,0.657
4294,1:0,1:0,,0.921
4295,2:1,1:0,+,0.549
4296,2:1,2:1,,0.584
4297,1:0,2:1,+,0.543
4298,2:1,2:1,,0.511
4299,1:0,1:0,,0.68
4300,1:0,1:0,,0.581
4301,1:0,1:0,,0.688
4302,1:0,1:0,,0.551
4303,2:1,1:0,+,0.527
4304,2:1,2:1,,0.536
4305,2:1,1:0,+,0.637
4306,2:1,1:0,+,0.737
4307,1:0,1:0,,0.676
4308,1:0,2:1,+,0.54
4309,1:0,2:1,+,0.544
4310,1:0,2:1,+,0.653
4311,1:0,1:0,,0.628
4312,2:1,1:0,+,0.914
4313,2:1,1:0,+,0.531
4314,2:1,2:1,,0.705
4315,2:1,1:0,+,0.736
4316,2:1,2:1,,0.574
4317,2:1,1:0,+,0.613
4318,2:1,2:1,,0.562
4319,2:1,1:0,+,0.647
4320,1:0,2:1,+,0.628
4321,1:0,1:0,,0.582
4322,1:0,1:0,,0.538
4323,2:1,1:0,+,0.659
4324,2:1,2:1,,0.766
4325,2:1,2:1,,0.635
4326,2:1,1:0,+,0.672
4327,1:0,1:0,,0.545
4328,1:0,1:0,,0.502
4329,1:0,1:0,,0.549
4330,1:0,1:0,,0.532
4331,2:1,1:0,+,0.501
4332,1:0,2:1,+,0.521
4333,1:0,1:0,,0.931
4334,2:1,2:1,,0.691
4335,2:1,2:1,,0.681
4336,2:1,2:1,,0.555
4337,1:0,2:1,+,0.864
4338,1:0,1:0,,0.524
4339,2:1,2:1,,0.612
4340,2:1,2:1,,0.804
4341,2:1,1:0,+,0.585
4342,1:0,1:0,,0.503
4343,2:1,2:1,,0.569
4344,2:1,2:1,,0.532
4345,1:0,2:1,+,0.719
4346,2:1,2:1,,0.612
4347,2:1,1:0,+,0.621
4348,1:0,2:1,+,0.68
4349,1:0,1:0,,0.616
4350,2:1,1:0,+,0.723
4351,2:1,2:1,,0.788
4352,1:0,2:1,+,0.535
4353,2:1,1:0,+,0.808
4354,2:1,2:1,,0.826
4355,2:1,1:0,+,0.516
4356,2:1,2:1,,0.611
4357,2:1,1:0,+,0.54
4358,1:0,1:0,,0.565
4359,2:1,1:0,+,0.643
4360,2:1,1:0,+,0.604
4361,2:1,1:0,+,0.661
4362,2:1,2:1,,0.54
4363,1:0,2:1,+,0.825
4364,2:1,2:1,,0.665
4365,2:1,2:1,,0.603
4366,1:0,2:1,+,0.651
4367,2:1,1:0,+,0.865
4368,1:0,1:0,,0.759
4369,2:1,2:1,,0.718
4370,1:0,1:0,,0.688
4371,2:1,2:1,,0.503
4372,1:0,1:0,,0.589
4373,2:1,2:1,,0.526
4374,2:1,2:1,,0.749
4375,1:0,2:1,+,0.741
4376,1:0,1:0,,0.717
4377,1:0,2:1,+,0.526
4378,1:0,2:1,+,0.518
4379,1:0,1:0,,0.585
4380,2:1,2:1,,0.659
4381,1:0,1:0,,0.716
4382,2:1,2:1,,0.642
4383,1:0,2:1,+,0.892
4384,2:1,1:0,+,0.75
4385,1:0,1:0,,0.919
4386,1:0,1:0,,0.647
4387,2:1,1:0,+,0.861
4388,1:0,2:1,+,0.593
4389,2:1,1:0,+,0.507
4390,1:0,1:0,,0.831
4391,2:1,2:1,,0.551
4392,2:1,1:0,+,0.641
4393,1:0,2:1,+,0.807
4394,1:0,1:0,,0.51
4395,2:1,2:1,,0.739
4396,2:1,2:1,,0.797
4397,2:1,1:0,+,0.715
4398,1:0,1:0,,0.632
4399,1:0,2:1,+,0.606
4400,1:0,1:0,,0.573
4401,2:1,1:0,+,0.692
4402,2:1,1:0,+,0.931
4403,2:1,2:1,,0.542
4404,1:0,1:0,,0.501
4405,2:1,2:1,,0.823
4406,2:1,2:1,,0.614
4407,1:0,2:1,+,0.505
4408,1:0,2:1,+,0.516
4409,1:0,1:0,,0.641
4410,2:1,1:0,+,0.895
4411,2:1,2:1,,0.657
4412,1:0,2:1,+,0.559
4413,1:0,1:0,,0.719
4414,2:1,1:0,+,0.73
4415,2:1,1:0,+,0.615
4416,2:1,1:0,+,0.545
4417,2:1,2:1,,0.5
4418,1:0,2:1,+,0.848
4419,2:1,1:0,+,0.518
4420,1:0,2:1,+,0.508
4421,2:1,1:0,+,0.557
4422,2:1,1:0,+,0.939
4423,2:1,2:1,,0.859
4424,2:1,2:1,,0.583
4425,1:0,2:1,+,0.854
4426,2:1,1:0,+,0.531
4427,2:1,1:0,+,0.667
4428,2:1,1:0,+,0.56
4429,1:0,1:0,,0.567
4430,1:0,1:0,,0.524
4431,1:0,1:0,,0.805
4432,1:0,2:1,+,0.524
4433,2:1,2:1,,0.577
4434,2:1,1:0,+,0.511
4435,1:0,1:0,,0.7
4436,1:0,1:0,,0.717
4437,2:1,1:0,+,0.681
4438,2:1,2:1,,0.696
4439,2:1,1:0,+,0.662
4440,1:0,2:1,+,0.81
4441,2:1,2:1,,0.602
4442,2:1,2:1,,0.539
4443,1:0,1:0,,0.609
4444,1:0,2:1,+,0.788
4445,2:1,1:0,+,0.569
4446,1:0,1:0,,0.681
4447,1:0,1:0,,0.609
4448,2:1,2:1,,0.728
4449,1:0,1:0,,0.592
4450,1:0,2:1,+,0.569
4451,2:1,1:0,+,0.504
4452,2:1,1:0,+,0.785
4453,2:1,2:1,,0.766
4454,2:1,2:1,,0.741
4455,2:1,1:0,+,0.549
4456,1:0,1:0,,0.68
4457,1:0,1:0,,0.549
4458,2:1,1:0,+,0.581
4459,2:1,1:0,+,0.504
4460,1:0,1:0,,0.512
4461,2:1,2:1,,0.608
4462,2:1,2:1,,0.872
4463,1:0,1:0,,0.744
4464,2:1,2:1,,0.813
4465,1:0,1:0,,0.589
4466,2:1,1:0,+,0.687
4467,1:0,2:1,+,0.715
4468,2:1,1:0,+,0.56
4469,1:0,1:0,,0.513
4470,2:1,2:1,,0.768
4471,1:0,1:0,,0.572
4472,2:1,1:0,+,0.723
4473,2:1,1:0,+,0.65
4474,1:0,2:1,+,0.545
4475,1:0,1:0,,0.561
4476,2:1,1:0,+,0.633
4477,1:0,1:0,,0.675
4478,1:0,2:1,+,0.6
4479,2:1,2:1,,0.839
4480,1:0,1:0,,0.712
4481,2:1,2:1,,0.513
4482,2:1,1:0,+,0.598
4483,1:0,1:0,,0.634
4484,1:0,2:1,+,0.894
4485,2:1,2:1,,0.697
4486,1:0,2:1,+,0.811
4487,1:0,1:0,,0.625
4488,1:0,1:0,,0.709
4489,2:1,2:1,,0.699
4490,2:1,1:0,+,0.902
4491,2:1,1:0,+,0.641
4492,1:0,1:0,,0.743
4493,2:1,1:0,+,0.596
4494,1:0,2:1,+,0.618
4495,1:0,1:0,,0.51
4496,1:0,1:0,,0.624
4497,1:0,1:0,,0.775
4498,1:0,2:1,+,0.573
4499,2:1,1:0,+,0.723
4500,1:0,1:0,,0.611
4501,1:0,1:0,,0.725
4502,1:0,1:0,,0.555
4503,2:1,1:0,+,0.597
4504,2:1,2:1,,0.506
4505,1:0,2:1,+,0.553
4506,2:1,2:1,,0.737
4507,2:1,2:1,,0.572
4508,2:1,2:1,,0.564
4509,2:1,1:0,+,0.661
4510,1:0,1:0,,0.566
4511,2:1,1:0,+,0.642
4512,2:1,2:1,,0.574
4513,2:1,2:1,,0.601
4514,2:1,2:1,,0.848
4515,2:1,2:1,,0.711
4516,2:1,1:0,+,0.507
4517,2:1,2:1,,0.675
4518,1:0,2:1,+,0.756
4519,2:1,1:0,+,0.563
4520,1:0,2:1,+,0.625
4521,2:1,1:0,+,0.61
4522,2:1,2:1,,0.572
4523,2:1,2:1,,0.699
4524,1:0,2:1,+,0.618
4525,2:1,1:0,+,0.655
4526,2:1,1:0,+,0.58
4527,1:0,2:1,+,0.591
4528,1:0,1:0,,0.827
4529,1:0,1:0,,0.518
4530,1:0,1:0,,0.524
4531,2:1,1:0,+,0.619
4532,2:1,1:0,+,0.625
4533,2:1,2:1,,0.514
4534,1:0,2:1,+,0.609
4535,2:1,2:1,,0.688
4536,2:1,2:1,,0.525
4537,1:0,2:1,+,0.531
4538,1:0,2:1,+,0.699
4539,1:0,1:0,,0.669
4540,1:0,1:0,,0.592
4541,1:0,2:1,+,0.785
4542,2:1,1:0,+,0.532
4543,2:1,1:0,+,0.627
4544,1:0,1:0,,0.559
4545,2:1,1:0,+,0.669
4546,1:0,2:1,+,0.615
4547,2:1,1:0,+,0.758
4548,2:1,1:0,+,0.625
4549,2:1,2:1,,0.736
4550,2:1,1:0,+,0.729
4551,1:0,1:0,,0.511
4552,1:0,2:1,+,0.569
4553,2:1,2:1,,0.56
4554,2:1,2:1,,0.825
4555,1:0,1:0,,0.676
4556,2:1,2:1,,0.6
4557,1:0,2:1,+,0.646
4558,2:1,2:1,,0.613
4559,1:0,2:1,+,0.878
4560,2:1,2:1,,0.551
4561,1:0,1:0,,0.651
4562,1:0,2:1,+,0.515
4563,1:0,1:0,,0.921
4564,2:1,2:1,,0.669
4565,2:1,1:0,+,0.777
4566,2:1,2:1,,0.573
4567,1:0,1:0,,0.737
4568,2:1,2:1,,0.526
4569,2:1,2:1,,0.593
4570,1:0,2:1,+,0.553
4571,2:1,2:1,,0.758
4572,1:0,1:0,,0.553
4573,2:1,2:1,,0.682
4574,1:0,2:1,+,0.547
4575,1:0,2:1,+,0.639
4576,1:0,1:0,,0.508
4577,1:0,2:1,+,0.514
4578,1:0,2:1,+,0.728
4579,2:1,1:0,+,0.731
4580,2:1,2:1,,0.779
4581,2:1,2:1,,0.795
4582,1:0,1:0,,0.666
4583,2:1,2:1,,0.541
4584,1:0,1:0,,0.762
4585,1:0,1:0,,0.69
4586,1:0,1:0,,0.635
4587,1:0,1:0,,0.662
4588,1:0,1:0,,0.745
4589,1:0,1:0,,0.752
4590,1:0,1:0,,0.576
4591,2:1,1:0,+,0.554
4592,2:1,2:1,,0.765
4593,1:0,2:1,+,0.721
4594,1:0,1:0,,0.738
4595,1:0,2:1,+,0.741
4596,1:0,2:1,+,0.585
4597,2:1,1:0,+,0.77
4598,2:1,2:1,,0.693
4599,1:0,2:1,+,0.633
4600,1:0,1:0,,0.659
4601,1:0,1:0,,0.569
4602,2:1,2:1,,0.768
4603,2:1,1:0,+,0.518
4604,1:0,2:1,+,0.63
4605,2:1,1:0,+,0.534
4606,1:0,1:0,,0.704
4607,1:0,2:1,+,0.639
4608,2:1,1:0,+,0.797
4609,2:1,1:0,+,0.695
4610,1:0,1:0,,0.584
4611,1:0,2:1,+,0.681
4612,1:0,2:1,+,0.565
4613,1:0,1:0,,0.59
4614,1:0,1:0,,0.578
4615,1:0,2:1,+,0.586
4616,1:0,1:0,,0.509
4617,2:1,2:1,,0.716
4618,2:1,2:1,,0.643
4619,1:0,1:0,,0.862
4620,1:0,2:1,+,0.555
4621,2:1,1:0,+,0.564
4622,2:1,2:1,,0.733
4623,2:1,2:1,,0.741
4624,1:0,1:0,,0.7
4625,1:0,1:0,,0.531
4626,2:1,2:1,,0.733
4627,1:0,2:1,+,0.54
4628,2:1,2:1,,0.612
4629,2:1,2:1,,0.908
4630,2:1,1:0,+,0.621
4631,2:1,2:1,,0.501
4632,2:1,1:0,+,0.508
4633,2:1,2:1,,0.529
4634,1:0,1:0,,0.607
4635,2:1,2:1,,0.503
4636,2:1,2:1,,0.578
4637,1:0,1:0,,0.528
4638,1:0,2:1,+,0.665
4639,2:1,1:0,+,0.638
4640,2:1,2:1,,0.519
4641,2:1,1:0,+,0.503
4642,2:1,1:0,+,0.683
4643,2:1,1:0,+,0.556
4644,2:1,1:0,+,0.634
4645,2:1,1:0,+,0.775
4646,1:0,2:1,+,0.738
4647,2:1,1:0,+,0.541
4648,2:1,2:1,,0.886
4649,2:1,2:1,,0.76
4650,2:1,2:1,,0.768
4651,1:0,2:1,+,0.91
4652,2:1,2:1,,0.545
4653,2:1,1:0,+,0.797
4654,1:0,1:0,,0.827
4655,2:1,2:1,,0.705
4656,2:1,1:0,+,0.506
4657,1:0,2:1,+,0.726
4658,2:1,1:0,+,0.533
4659,2:1,2:1,,0.618
4660,2:1,2:1,,0.641
4661,1:0,1:0,,0.65
4662,1:0,1:0,,0.788
4663,1:0,1:0,,0.837
4664,2:1,2:1,,0.651
4665,2:1,1:0,+,0.776
4666,2:1,2:1,,0.562
4667,1:0,2:1,+,0.71
4668,2:1,2:1,,0.679
4669,1:0,1:0,,0.554
4670,1:0,1:0,,0.638
4671,1:0,2:1,+,0.756
4672,2:1,2:1,,0.526
4673,1:0,2:1,+,0.883
4674,1:0,1:0,,0.884
4675,2:1,1:0,+,0.53
4676,2:1,2:1,,0.695
4677,1:0,1:0,,0.539
4678,2:1,2:1,,0.545
4679,1:0,1:0,,0.508
4680,1:0,2:1,+,0.641
4681,2:1,2:1,,0.62
4682,2:1,1:0,+,0.685
4683,1:0,1:0,,0.821
4684,2:1,1:0,+,0.545
4685,2:1,2:1,,0.605
4686,2:1,2:1,,0.524
4687,2:1,2:1,,0.797
4688,1:0,1:0,,0.543
4689,1:0,2:1,+,0.602
4690,1:0,1:0,,0.596
4691,1:0,2:1,+,0.551
4692,1:0,1:0,,0.561
4693,1:0,1:0,,0.511
4694,1:0,1:0,,0.615
4695,1:0,1:0,,0.614
4696,2:1,2:1,,0.544
4697,1:0,1:0,,0.577
4698,1:0,2:1,+,0.559
4699,2:1,1:0,+,0.828
4700,1:0,2:1,+,0.699
4701,1:0,2:1,+,0.57
4702,2:1,1:0,+,0.543
4703,1:0,2:1,+,0.515
4704,2:1,2:1,,0.652
4705,1:0,2:1,+,0.912
4706,1:0,1:0,,0.914
4707,1:0,1:0,,0.786
4708,2:1,1:0,+,0.624
4709,2:1,1:0,+,0.539
4710,2:1,1:0,+,0.694
4711,2:1,1:0,+,0.753
4712,1:0,2:1,+,0.519
4713,1:0,1:0,,0.565
4714,1:0,2:1,+,0.613
4715,1:0,2:1,+,0.559
4716,1:0,1:0,,0.607
4717,1:0,1:0,,0.657
4718,2:1,2:1,,0.894
4719,1:0,2:1,+,0.552
4720,2:1,1:0,+,0.643
4721,2:1,1:0,+,0.56
4722,2:1,2:1,,0.79
4723,2:1,1:0,+,0.503
4724,1:0,1:0,,0.769
4725,1:0,1:0,,0.542
4726,2:1,2:1,,0.557
4727,1:0,2:1,+,0.604
4728,2:1,2:1,,0.559
4729,1:0,1:0,,0.61
4730,1:0,2:1,+,0.552
4731,2:1,2:1,,0.761
4732,2:1,2:1,,0.583
4733,2:1,2:1,,0.828
4734,2:1,1:0,+,0.551
4735,2:1,2:1,,0.973
4736,2:1,2:1,,0.521
4737,2:1,2:1,,0.529
4738,2:1,1:0,+,0.515
4739,1:0,2:1,+,0.532
4740,1:0,2:1,+,0.551
4741,2:1,2:1,,0.587
4742,1:0,2:1,+,0.624
4743,1:0,2:1,+,0.713
4744,1:0,2:1,+,0.749
4745,2:1,2:1,,0.749
4746,2:1,1:0,+,0.724
4747,2:1,2:1,,0.527
4748,1:0,1:0,,0.506
4749,2:1,1:0,+,0.673
